EmployeeID,Name,Department,JoiningDate,Salary,Email,Phone,,EmployeeID,  Name, Department,Joining Date,  Salary ,       Email,   Phone,,Initial Count,,EmployeeID,Name,Department,JoiningDate,Salary,Email,Phone,,     EmployeeID,   Name,  Fill Null Names,  Department,  Department proper,       JoiningDate,  Modified Date,          Salary , Modified salary ,              Email,       Email-Update,            Phone,  ModifiedPhone,,
1032,Charlie,it,11/30/2020,60000,charlie@example,9876543210,,1002,Charlie,finance,44165,55000,0,9876543210,,,,1019,Alice,Finance,11/30/2020,75000USD,,123-456-7890,,1020,Alice,Alice,Operations,Operations,,YYYY-MM-DD," ? 55,000 "," ? 55,000 ",alice@example.com,alice@example.com,8907613245,8907613245,,
1060,Bob,,12/5/2021,85000,bob_at_example.com,123.456.7890,,1002,0,Operations,0,85000,alice@example.com,123-456-7890,,,,1020,Alice,Operations,,55000,alice@example.com,123.456.7890,,1023,Alice,Alice,Finance,Finance,1/15/2022,2022-01-15," ? 85,000 "," ? 85,000 ",charlie@example.com,charlie@example.com,,0000000000,,
1026,Alice,Finance,1/15/2022,60000,diana@example.com,9876543210,,1002,Bob,0,44576,60000,bob_at_example.com,123.456.7890,,,,1023,Alice,Finance,1/15/2022,85000,charlie@example,,,1024,Alice,Alice,IT,It,1/15/2022,2022-01-15,," 00,000 ",charlie@example.com,charlie@example.com,,0000000000,,
1011,Diana,Operations,,72000,charlie@example,123.456.7890,,1002,Alice,it,44576,85000,alice@example.com,9876543210,,,,1024,Alice,IT,1/15/2022,,charlie@example,,,1025,Alice,Alice,finance,Finance,5/12/2021,2021-05-12," ? 60,000 "," ? 60,000 ",charlie@example.com,charlie@example.com,8907613245,8907613245,,
1055,Alice,it,5/12/2021,75000USD,bob_at_example.com,(123)456-7890,,1002,Bob,finance,44328,72000,eve@@example.com,0,,,,1025,Alice,finance,5/12/2021,60000,charlie@example,123-456-7890,,1026,Alice,Alice,Finance,Finance,1/15/2022,2022-01-15," ? 60,000 "," ? 60,000 ",diana@example.com,diana@example.com,9876543210,9876543210,,
1072,Charlie,Operations,,"65,000",diana@example.com,123-456-7890,,1002,Alice,0,0,65000,charlie@example,(123)456-7890,,,,1026,Alice,Finance,1/15/2022,60000,diana@example.com,9876543210,,1026,Alice,Alice,Finance,Finance,5/12/2021,2021-05-12," ? 60,000 "," ? 60,000 ",alice@example.com,alice@example.com,1234567890,1234567890,,
1015,Charlie,finance,12/5/2021,85000,eve@@example.com,123-456-7890,,1002,Bob,finance,44165,72000,0,(123)456-7890,,,,1026,Alice,Finance,5/12/2021,60000,alice@example.com,(123)456-7890,,1028,Alice,Alice,,N/A,,YYYY-MM-DD,," 00,000 ",eve@example.com,eve@example.com,1234567890,1234567890,,
1015,Diana,HR,12/5/2021,75000USD,diana@example.com,9876543210,,1003,Alice,HR,44576,55000,bob_at_example.com,9876543210,,,,1028,Alice,,,,eve@@example.com,(123)456-7890,,1028,Alice,Alice,Finance,Finance,,YYYY-MM-DD," ? 85,000 "," ? 85,000 ",diana@example.com,diana@example.com,,0000000000,,
1096,Charlie,Finance,12/5/2021,60000,alice@example.com,9876543210,,1003,0,0,44328,85000,diana@example.com,9876543210,,,,1028,Alice,Finance,,85000,diana@example.com,,,1033,Alice,Alice,Operations,Operations,1/15/2022,2022-01-15," ? 55,000 "," ? 55,000 ",eve@example.com,eve@example.com,,0000000000,,
1028,Frank,Operations,12/5/2021,,eve@@example.com,9876543210,,1003,0,it,44576,72000,charlie@example,0,,,,1033,Alice,Operations,1/15/2022,55000,eve@@example.com,,,1035,Alice,Alice,HR,Hr,1/15/2022,2022-01-15," ? 60,000 "," ? 60,000 ",diana@example.com,diana@example.com,1234567890,1234567890,,
1077,Eve,HR,11/30/2020,,diana@example.com,(123)456-7890,,1004,Charlie,IT,44535,0,eve@@example.com,0,,,,1035,Alice,HR,1/15/2022,60000,diana@example.com,(123)456-7890,,1035,Alice,Alice,finance,Finance,11/30/2020,2020-11-30,," 00,000 ",diana@example.com,diana@example.com,1234567890,1234567890,,
1029,Bob,finance,,,alice@example.com,123-456-7890,,1004,Frank,IT,0,85000,eve@@example.com,0,,,,1035,Alice,finance,11/30/2020,,diana@example.com,(123)456-7890,,1036,Alice,Alice,HR,Hr,11/30/2020,2020-11-30," ? 75,000 "," ? 75,000 ",,name@example.com,9876543210,9876543210,,
1067,Charlie,Finance,11/30/2020,"65,000",,123.456.7890,,1004,Frank,Operations,44165,0,alice@example.com,9876543210,,,,1036,Alice,HR,11/30/2020,75000USD,,9876543210,,1038,Alice,Alice,,N/A,,YYYY-MM-DD," ? 75,000 "," ? 75,000 ",charlie@example.com,charlie@example.com,9876543210,9876543210,,
1082,,HR,1/15/2022,75000USD,eve@@example.com,9876543210,,1005,0,IT,44165,85000,alice@example.com,123-456-7890,,,,1038,Alice,,,75000USD,charlie@example,9876543210,,1041,Alice,Alice,Finance,Finance,,YYYY-MM-DD," ? 65,000 "," ? 65,000 ",eve@example.com,eve@example.com,,0000000000,,
1094,Alice,it,11/30/2020,75000USD,,123-456-7890,,1005,Charlie,0,44576,72000,eve@@example.com,(123)456-7890,,,,1041,Alice,Finance,,"65,000",eve@@example.com,,,1042,Alice,Alice,,N/A,,YYYY-MM-DD," ? 75,000 "," ? 75,000 ",eve@example.com,eve@example.com,8907613245,8907613245,,
1026,Eve,finance,1/15/2022,55000,,,,1005,Alice,Finance,44165,72000,diana@example.com,123.456.7890,,,,1042,Alice,,,75000USD,eve@@example.com,123-456-7890,,1042,Alice,Alice,it,It,,YYYY-MM-DD," ? 75,000 "," ? 75,000 ",,name@example.com,9876543210,9876543210,,
1031,Frank,Finance,5/12/2021,"65,000",bob_at_example.com,123.456.7890,,1006,Bob,Operations,44165,85000,diana@example.com,123-456-7890,,,,1042,Alice,it,,75000USD,,9876543210,,1042,Alice,Alice,Operations,Operations,5/12/2021,2021-05-12," ? 65,000 "," ? 65,000 ",diana@example.com,diana@example.com,,0000000000,,
1056,,it,5/12/2021,75000USD,bob_at_example.com,9876543210,,1006,Charlie,Finance,44165,72000,0,123-456-7890,,,,1042,Alice,Operations,5/12/2021,"65,000",diana@example.com,,,1043,Alice,Alice,IT,It,12/5/2021,2021-12-05," ? 65,000 "," ? 65,000 ",diana@example.com,diana@example.com,,0000000000,,
1048,Charlie,Finance,1/15/2022,72000,eve@@example.com,,,1006,Charlie,IT,0,65000,diana@example.com,123-456-7890,,,,1043,Alice,IT,12/5/2021,"65,000",diana@example.com,,,1044,Alice,Alice,IT,It,12/5/2021,2021-12-05," ? 65,000 "," ? 65,000 ",charlie@example.com,charlie@example.com,,0000000000,,
1081,,Finance,1/15/2022,,,(123)456-7890,,1006,Eve,Operations,44165,55000,charlie@example,123-456-7890,,,,1044,Alice,IT,12/5/2021,"65,000",charlie@example,,,1045,Alice,Alice,,N/A,5/12/2021,2021-05-12," ? 72,000 "," ? 72,000 ",diana@example.com,diana@example.com,9876543210,9876543210,,
1002,Bob,Operations,1/15/2022,,charlie@example,,,1006,Charlie,it,44328,0,alice@example.com,9876543210,,,,1045,Alice,,5/12/2021,72000,diana@example.com,9876543210,,1045,Alice,Alice,it,It,1/15/2022,2022-01-15," ? 72,000 "," ? 72,000 ",,name@example.com,1234567890,1234567890,,
1059,Alice,HR,11/30/2020,60000,diana@example.com,(123)456-7890,,1006,Eve,it,44165,60000,bob_at_example.com,(123)456-7890,,,,1045,Alice,it,1/15/2022,72000,,(123)456-7890,,1046,Alice,Alice,it,It,11/30/2020,2020-11-30," ? 65,000 "," ? 65,000 ",eve@example.com,eve@example.com,,0000000000,,
1059,Alice,it,5/12/2021,72000,eve@@example.com,,,1007,0,it,44328,55000,charlie@example,123.456.7890,,,,1046,Alice,it,11/30/2020,"65,000",eve@@example.com,,,1047,Alice,Alice,it,It,1/15/2022,2022-01-15,," 00,000 ",charlie@example.com,charlie@example.com,9876543210,9876543210,,
1011,Frank,HR,5/12/2021,75000USD,,,,1007,0,Operations,44535,72000,charlie@example,(123)456-7890,,,,1047,Alice,it,1/15/2022,,charlie@example,9876543210,,1047,Alice,Alice,HR,Hr,12/5/2021,2021-12-05," ? 55,000 "," ? 55,000 ",eve@example.com,eve@example.com,8907613245,8907613245,,
1037,Diana,Operations,1/15/2022,55000,diana@example.com,9876543210,,1007,Alice,0,44165,85000,charlie@example,0,,,,1047,Alice,HR,12/5/2021,55000,eve@@example.com,123.456.7890,,1047,Alice,Alice,it,It,,YYYY-MM-DD," ? 65,000 "," ? 65,000 ",,name@example.com,,0000000000,,
1065,Eve,Operations,5/12/2021,72000,diana@example.com,123-456-7890,,1007,Bob,it,44328,60000,0,9876543210,,,,1047,Alice,it,,"65,000",,,,1048,Alice,Alice,finance,Finance,12/5/2021,2021-12-05," ? 85,000 "," ? 85,000 ",bob@example.com,bob@example.com,8907613245,8907613245,,
1026,Frank,,11/30/2020,72000,eve@@example.com,9876543210,,1007,Charlie,it,44328,60000,bob_at_example.com,0,,,,1048,Alice,finance,12/5/2021,85000,bob_at_example.com,123-456-7890,,1048,Alice,Alice,IT,It,1/15/2022,2022-01-15," ? 85,000 "," ? 85,000 ",bob@example.com,bob@example.com,,0000000000,,
1041,Frank,,12/5/2021,75000USD,bob_at_example.com,9876543210,,1008,Charlie,0,44576,0,diana@example.com,123.456.7890,,,,1048,Alice,IT,1/15/2022,85000,bob_at_example.com,,,1049,Alice,Alice,Finance,Finance,,YYYY-MM-DD," ? 55,000 "," ? 55,000 ",alice@example.com,alice@example.com,8907613245,8907613245,,
1032,Charlie,HR,,"65,000",alice@example.com,(123)456-7890,,1008,Frank,HR,44165,60000,eve@@example.com,123-456-7890,,,,1049,Alice,Finance,,55000,alice@example.com,123.456.7890,,1049,Alice,Alice,HR,Hr,12/5/2021,2021-12-05," ? 60,000 "," ? 60,000 ",,name@example.com,8907613245,8907613245,,
1014,Eve,it,11/30/2020,,charlie@example,9876543210,,1008,0,it,44576,72000,bob_at_example.com,9876543210,,,,1049,Alice,HR,12/5/2021,60000,,123-456-7890,,1049,Alice,Alice,it,It,,YYYY-MM-DD," ? 65,000 "," ? 65,000 ",charlie@example.com,charlie@example.com,8907613245,8907613245,,
1087,Bob,IT,12/5/2021,72000,alice@example.com,,,1009,Eve,finance,44535,75000USD,diana@example.com,123.456.7890,,,,1049,Alice,it,,"65,000",charlie@example,123.456.7890,,1051,Alice,Alice,HR,Hr,11/30/2020,2020-11-30," ? 75,000 "," ? 75,000 ",diana@example.com,diana@example.com,8907613245,8907613245,,
1016,Diana,HR,12/5/2021,60000,bob_at_example.com,,,1009,Frank,finance,44576,60000,bob_at_example.com,(123)456-7890,,,,1051,Alice,HR,11/30/2020,75000USD,diana@example.com,123.456.7890,,1053,Alice,Alice,IT,It,11/30/2020,2020-11-30," ? 85,000 "," ? 85,000 ",eve@example.com,eve@example.com,,0000000000,,
1002,Charlie,finance,11/30/2020,55000,,9876543210,,1009,Charlie,IT,44328,72000,charlie@example,9876543210,,,,1053,Alice,IT,11/30/2020,85000,eve@@example.com,,,1055,Alice,Alice,it,It,5/12/2021,2021-05-12," ? 75,000 "," ? 75,000 ",bob@example.com,bob@example.com,1234567890,1234567890,,
1064,Alice,Operations,11/30/2020,,eve@@example.com,(123)456-7890,,1009,Alice,0,44328,72000,eve@@example.com,123-456-7890,,,,1055,Alice,it,5/12/2021,75000USD,bob_at_example.com,(123)456-7890,,1058,Alice,Alice,it,It,1/15/2022,2022-01-15," ? 85,000 "," ? 85,000 ",eve@example.com,eve@example.com,,0000000000,,
1036,Bob,IT,11/30/2020,"65,000",,(123)456-7890,,1009,0,IT,0,85000,eve@@example.com,(123)456-7890,,,,1058,Alice,it,1/15/2022,85000,eve@@example.com,,,1059,Alice,Alice,HR,Hr,11/30/2020,2020-11-30," ? 60,000 "," ? 60,000 ",diana@example.com,diana@example.com,1234567890,1234567890,,
1035,Diana,finance,12/5/2021,85000,alice@example.com,,,1010,Alice,it,44576,65000,eve@@example.com,(123)456-7890,,,,1059,Alice,HR,11/30/2020,60000,diana@example.com,(123)456-7890,,1059,Alice,Alice,it,It,5/12/2021,2021-05-12," ? 72,000 "," ? 72,000 ",eve@example.com,eve@example.com,,0000000000,,
1026,Frank,Finance,1/15/2022,55000,alice@example.com,9876543210,,1010,Eve,IT,0,75000USD,eve@@example.com,123-456-7890,,,,1059,Alice,it,5/12/2021,72000,eve@@example.com,,,1059,Alice,Alice,,N/A,11/30/2020,2020-11-30," ? 85,000 "," ? 85,000 ",bob@example.com,bob@example.com,8907613245,8907613245,,
1025,Eve,Finance,11/30/2020,"65,000",bob_at_example.com,(123)456-7890,,1010,0,IT,0,85000,alice@example.com,123.456.7890,,,,1059,Alice,,11/30/2020,85000,bob_at_example.com,123-456-7890,,1060,Alice,Alice,it,It,5/12/2021,2021-05-12," ? 65,000 "," ? 65,000 ",,name@example.com,,0000000000,,
1046,Frank,Operations,12/5/2021,75000USD,diana@example.com,123-456-7890,,1010,Alice,Operations,44165,72000,eve@@example.com,9876543210,,,,1060,Alice,it,5/12/2021,"65,000",,,,1064,Alice,Alice,Operations,Operations,11/30/2020,2020-11-30,," 00,000 ",eve@example.com,eve@example.com,1234567890,1234567890,,
1097,Charlie,HR,,55000,alice@example.com,(123)456-7890,,1010,Diana,HR,44535,0,charlie@example,123-456-7890,,,,1064,Alice,Operations,11/30/2020,,eve@@example.com,(123)456-7890,,1067,Alice,Alice,Finance,Finance,1/15/2022,2022-01-15," ? 72,000 "," ? 72,000 ",,name@example.com,8907613245,8907613245,,
1016,Bob,finance,,55000,eve@@example.com,,,1010,Eve,IT,0,85000,0,123-456-7890,,,,1067,Alice,Finance,1/15/2022,72000,,123-456-7890,,1068,Alice,Alice,finance,Finance,5/12/2021,2021-05-12," ? 75,000 "," ? 75,000 ",,name@example.com,9876543210,9876543210,,
1068,Eve,Finance,1/15/2022,72000,charlie@example,123-456-7890,,1011,Alice,Operations,44328,85000,eve@@example.com,123.456.7890,,,,1068,Alice,finance,5/12/2021,75000USD,,9876543210,,1070,Alice,Alice,HR,Hr,11/30/2020,2020-11-30," ? 75,000 "," ? 75,000 ",alice@example.com,alice@example.com,1234567890,1234567890,,
1002,,Operations,,85000,alice@example.com,123-456-7890,,1011,Diana,Operations,0,72000,charlie@example,123.456.7890,,,,1070,Alice,HR,11/30/2020,75000USD,alice@example.com,(123)456-7890,,1070,Alice,Alice,IT,It,11/30/2020,2020-11-30,," 00,000 ",,name@example.com,8907613245,8907613245,,
1016,Frank,it,11/30/2020,85000,alice@example.com,(123)456-7890,,1011,Frank,HR,44328,75000USD,0,0,,,,1070,Alice,IT,11/30/2020,,,123.456.7890,,1075,Alice,Alice,Operations,Operations,,YYYY-MM-DD," ? 72,000 "," ? 72,000 ",eve@example.com,eve@example.com,8907613245,8907613245,,
1032,Bob,IT,5/12/2021,75000USD,diana@example.com,,,1011,Eve,it,44576,85000,0,0,,,,1075,Alice,Operations,,72000,eve@@example.com,123-456-7890,,1076,Alice,Alice,finance,Finance,,YYYY-MM-DD,," 00,000 ",charlie@example.com,charlie@example.com,8907613245,8907613245,,
1042,Bob,,11/30/2020,85000,bob_at_example.com,123.456.7890,,1011,Frank,IT,44535,65000,charlie@example,0,,,,1076,Alice,finance,,,charlie@example,123-456-7890,,1080,Alice,Alice,IT,It,1/15/2022,2022-01-15," ? 85,000 "," ? 85,000 ",charlie@example.com,charlie@example.com,9876543210,9876543210,,
1001,Eve,IT,12/5/2021,60000,alice@example.com,(123)456-7890,,1011,Eve,HR,44165,65000,charlie@example,123-456-7890,,,,1080,Alice,IT,1/15/2022,85000,charlie@example,9876543210,,1080,Alice,Alice,,N/A,,YYYY-MM-DD," ? 55,000 "," ? 55,000 ",eve@example.com,eve@example.com,8907613245,8907613245,,
1035,Charlie,it,5/12/2021,,eve@@example.com,123.456.7890,,1012,Bob,HR,0,75000USD,diana@example.com,(123)456-7890,,,,1080,Alice,,,55000,eve@@example.com,123.456.7890,,1081,Alice,Alice,it,It,1/15/2022,2022-01-15," ? 72,000 "," ? 72,000 ",bob@example.com,bob@example.com,8907613245,8907613245,,
1000,Charlie,HR,1/15/2022,85000,charlie@example,9876543210,,1012,Frank,0,44576,72000,eve@@example.com,(123)456-7890,,,,1081,Alice,it,1/15/2022,72000,bob_at_example.com,123-456-7890,,1083,Alice,Alice,Operations,Operations,5/12/2021,2021-05-12," ? 75,000 "," ? 75,000 ",charlie@example.com,charlie@example.com,,0000000000,,
1060,,IT,5/12/2021,,charlie@example,123.456.7890,,1012,Diana,finance,44328,55000,alice@example.com,0,,,,1083,Alice,Operations,5/12/2021,75000USD,charlie@example,,,1085,Alice,Alice,Operations,Operations,11/30/2020,2020-11-30," ? 55,000 "," ? 55,000 ",diana@example.com,diana@example.com,9876543210,9876543210,,
1072,Frank,,5/12/2021,,eve@@example.com,,,1012,0,Finance,0,55000,0,123-456-7890,,,,1085,Alice,Operations,11/30/2020,55000,diana@example.com,9876543210,,1086,Alice,Alice,Finance,Finance,,YYYY-MM-DD," ? 55,000 "," ? 55,000 ",eve@example.com,eve@example.com,1234567890,1234567890,,
1054,Diana,finance,12/5/2021,,alice@example.com,9876543210,,1013,Eve,HR,44576,0,eve@@example.com,(123)456-7890,,,,1086,Alice,Finance,,55000,eve@@example.com,(123)456-7890,,1088,Alice,Alice,it,It,11/30/2020,2020-11-30,," 00,000 ",diana@example.com,diana@example.com,8907613245,8907613245,,
1051,Diana,IT,5/12/2021,,charlie@example,,,1013,Charlie,finance,44535,65000,charlie@example,9876543210,,,,1088,Alice,it,11/30/2020,,diana@example.com,123-456-7890,,1089,Alice,Alice,Finance,Finance,1/15/2022,2022-01-15," ? 75,000 "," ? 75,000 ",,name@example.com,8907613245,8907613245,,
1014,Bob,Operations,12/5/2021,,bob_at_example.com,,,1013,Frank,finance,44535,75000USD,alice@example.com,(123)456-7890,,,,1089,Alice,Finance,1/15/2022,75000USD,,123.456.7890,,1090,Alice,Alice,HR,Hr,11/30/2020,2020-11-30," ? 85,000 "," ? 85,000 ",bob@example.com,bob@example.com,8907613245,8907613245,,
1029,Bob,Finance,1/15/2022,85000,diana@example.com,,,1013,Bob,finance,44328,0,bob_at_example.com,9876543210,,,,1090,Alice,HR,11/30/2020,85000,bob_at_example.com,123.456.7890,,1094,Alice,Alice,it,It,11/30/2020,2020-11-30," ? 75,000 "," ? 75,000 ",,name@example.com,8907613245,8907613245,,
1095,,it,5/12/2021,"65,000",diana@example.com,123-456-7890,,1013,Bob,Operations,44576,60000,0,123.456.7890,,,,1094,Alice,it,11/30/2020,75000USD,,123-456-7890,,1095,Alice,Alice,,N/A,1/15/2022,2022-01-15," ? 55,000 "," ? 55,000 ",diana@example.com,diana@example.com,9876543210,9876543210,,
1053,Eve,Operations,12/5/2021,85000,bob_at_example.com,(123)456-7890,,1014,Eve,it,44165,0,charlie@example,9876543210,,,,1095,Alice,,1/15/2022,55000,diana@example.com,9876543210,,1096,Alice,Alice,,N/A,,YYYY-MM-DD," ? 65,000 "," ? 65,000 ",bob@example.com,bob@example.com,,0000000000,,
1046,Frank,HR,5/12/2021,55000,alice@example.com,123-456-7890,,1014,Bob,Operations,44535,0,bob_at_example.com,0,,,,1096,Alice,,,"65,000",bob_at_example.com,,,1100,Alice,Alice,HR,Hr,1/15/2022,2022-01-15," ? 85,000 "," ? 85,000 ",,name@example.com,8907613245,8907613245,,
1009,Eve,finance,12/5/2021,75000USD,diana@example.com,123.456.7890,,1014,Bob,Operations,0,65000,eve@@example.com,9876543210,,,,1100,Alice,HR,1/15/2022,85000,,123.456.7890,,1002,Bob,Bob,Operations,Operations,1/15/2022,2022-01-15,," 00,000 ",charlie@example.com,charlie@example.com,,0000000000,,
1018,Diana,Finance,5/12/2021,72000,,(123)456-7890,,1014,Frank,HR,0,65000,charlie@example,9876543210,,,,1002,Bob,Operations,1/15/2022,,charlie@example,,,1002,Bob,Bob,,N/A,1/15/2022,2022-01-15," ? 60,000 "," ? 60,000 ",bob@example.com,bob@example.com,8907613245,8907613245,,
1039,Eve,Finance,5/12/2021,60000,diana@example.com,123.456.7890,,1014,0,Operations,44328,60000,bob_at_example.com,(123)456-7890,,,,1002,Bob,,1/15/2022,60000,bob_at_example.com,123.456.7890,,1002,Bob,Bob,finance,Finance,5/12/2021,2021-05-12," ? 72,000 "," ? 72,000 ",eve@example.com,eve@example.com,,0000000000,,
1010,Alice,it,1/15/2022,"65,000",eve@@example.com,(123)456-7890,,1015,Charlie,finance,44535,85000,eve@@example.com,123-456-7890,,,,1002,Bob,finance,5/12/2021,72000,eve@@example.com,,,1002,Bob,Bob,finance,Finance,11/30/2020,2020-11-30," ? 72,000 "," ? 72,000 ",,name@example.com,1234567890,1234567890,,
1081,Alice,it,1/15/2022,72000,bob_at_example.com,123-456-7890,,1015,Diana,HR,44535,75000USD,diana@example.com,9876543210,,,,1002,Bob,finance,11/30/2020,72000,,(123)456-7890,,1006,Bob,Bob,Operations,Operations,11/30/2020,2020-11-30," ? 85,000 "," ? 85,000 ",diana@example.com,diana@example.com,8907613245,8907613245,,
1048,Alice,IT,1/15/2022,85000,bob_at_example.com,,,1015,Diana,Finance,44535,75000USD,eve@@example.com,(123)456-7890,,,,1006,Bob,Operations,11/30/2020,85000,diana@example.com,123-456-7890,,1007,Bob,Bob,it,It,5/12/2021,2021-05-12," ? 60,000 "," ? 60,000 ",,name@example.com,9876543210,9876543210,,
1055,Eve,,12/5/2021,60000,alice@example.com,123-456-7890,,1015,Eve,HR,44328,0,eve@@example.com,(123)456-7890,,,,1007,Bob,it,5/12/2021,60000,,9876543210,,1012,Bob,Bob,HR,Hr,,YYYY-MM-DD," ? 75,000 "," ? 75,000 ",diana@example.com,diana@example.com,1234567890,1234567890,,
1027,Frank,IT,11/30/2020,60000,bob_at_example.com,123.456.7890,,1015,0,finance,44535,0,alice@example.com,123.456.7890,,,,1012,Bob,HR,,75000USD,diana@example.com,(123)456-7890,,1013,Bob,Bob,finance,Finance,5/12/2021,2021-05-12,," 00,000 ",bob@example.com,bob@example.com,9876543210,9876543210,,
1007,,it,5/12/2021,55000,charlie@example,123.456.7890,,1015,Alice,Operations,44576,0,alice@example.com,9876543210,,,,1013,Bob,finance,5/12/2021,,bob_at_example.com,9876543210,,1013,Bob,Bob,Operations,Operations,1/15/2022,2022-01-15," ? 60,000 "," ? 60,000 ",,name@example.com,8907613245,8907613245,,
1032,Bob,Finance,12/5/2021,"65,000",diana@example.com,9876543210,,1015,0,finance,44535,0,alice@example.com,123.456.7890,,,,1013,Bob,Operations,1/15/2022,60000,,123.456.7890,,1014,Bob,Bob,Operations,Operations,12/5/2021,2021-12-05,," 00,000 ",bob@example.com,bob@example.com,,0000000000,,
