EmployeeID,Name,Department,JoiningDate,Salary,Email,Phone
1035,Diana,finance,12/05/2021,85000,alice@example.com,
1026,Frank,Finance,2022/01/15,55000,alice@example.com,9876543210
1025,Eve,Finance,2020-11-30,"65,000",bob_at_example.com,(123)456-7890
1046,Frank,Operations,12/05/2021,75000USD,diana@example.com,123-456-7890
1097,Charlie,HR,,55000,alice@example.com,(123)456-7890
1016,Bob,finance,,55000,eve@@example.com,
1068,Eve,Finance,2022/01/15,72000,charlie@example,123-456-7890
1002,,Operations,,85000,alice@example.com,123-456-7890
1016,Frank,it,2020-11-30,85000,alice@example.com,(123)456-7890
1032,Bob,IT,2021-05-12,75000USD,diana@example.com,
1042,Bob,,2020-11-30,85000,bob_at_example.com,123.456.7890
1001,Eve,IT,12/05/2021,60000,alice@example.com,(123)456-7890
1035,Charlie,it,2021-05-12,,eve@@example.com,123.456.7890
1000,Charlie,HR,2022/01/15,85000,charlie@example,9876543210
1060,,IT,2021-05-12,,charlie@example,123.456.7890
1072,Frank,,2021-05-12,,eve@@example.com,
1054,Diana,finance,12/05/2021,,alice@example.com,9876543210
1051,Diana,IT,2021-05-12,,charlie@example,
1014,Bob,Operations,12/05/2021,,bob_at_example.com,
1029,Bob,Finance,2022/01/15,85000,diana@example.com,
1095,,it,2021-05-12,"65,000",diana@example.com,123-456-7890
1053,Eve,Operations,12/05/2021,85000,bob_at_example.com,(123)456-7890
1046,Frank,HR,2021-05-12,55000,alice@example.com,123-456-7890
1009,Eve,finance,12/05/2021,75000USD,diana@example.com,123.456.7890
1018,Diana,Finance,2021-05-12,72000,,(123)456-7890
1039,Eve,Finance,2021-05-12,60000,diana@example.com,123.456.7890
1010,Alice,it,2022/01/15,"65,000",eve@@example.com,(123)456-7890
1081,Alice,it,2022/01/15,72000,bob_at_example.com,123-456-7890
1048,Alice,IT,2022/01/15,85000,bob_at_example.com,
1055,Eve,,12/05/2021,60000,alice@example.com,123-456-7890
1027,Frank,IT,2020-11-30,60000,bob_at_example.com,123.456.7890
1007,,it,2021-05-12,55000,charlie@example,123.456.7890
1032,Bob,Finance,12/05/2021,"65,000",diana@example.com,9876543210
1083,Alice,Operations,2021-05-12,75000USD,charlie@example,
1093,Bob,IT,2020-11-30,55000,eve@@example.com,(123)456-7890
1011,Eve,it,2022/01/15,85000,,
1075,Eve,finance,,85000,charlie@example,9876543210
1064,Diana,,12/05/2021,85000,eve@@example.com,
1047,,finance,12/05/2021,55000,bob_at_example.com,(123)456-7890
1085,,HR,2021-05-12,85000,diana@example.com,(123)456-7890
1100,Bob,Operations,2020-11-30,60000,,(123)456-7890
1033,Diana,finance,2022/01/15,75000USD,diana@example.com,9876543210
1059,Frank,HR,12/05/2021,85000,eve@@example.com,123.456.7890
1086,Charlie,finance,2022/01/15,72000,alice@example.com,(123)456-7890
1002,Bob,,2022/01/15,60000,bob_at_example.com,123.456.7890
1049,Alice,Finance,,55000,alice@example.com,123.456.7890
1009,Frank,finance,2022/01/15,60000,bob_at_example.com,(123)456-7890
1082,Eve,HR,,"65,000",charlie@example,
1095,Alice,,2022/01/15,55000,diana@example.com,9876543210
1038,Alice,,,75000USD,charlie@example,9876543210
1058,Charlie,IT,,75000USD,eve@@example.com,9876543210
1033,Diana,Operations,,"65,000",alice@example.com,(123)456-7890
1070,Frank,Operations,,85000,alice@example.com,
1089,Alice,Finance,2022/01/15,75000USD,,123.456.7890
1056,Frank,IT,2022/01/15,,eve@@example.com,
1030,Bob,IT,12/05/2021,85000,bob_at_example.com,
1059,Alice,,2020-11-30,85000,bob_at_example.com,123-456-7890
1096,Alice,,,"65,000",bob_at_example.com,
1087,Diana,IT,,75000USD,charlie@example,
1086,Frank,finance,2021-05-12,60000,,123-456-7890
1071,Frank,it,12/05/2021,85000,diana@example.com,
1077,Eve,Finance,12/05/2021,72000,,(123)456-7890
1044,Alice,IT,12/05/2021,"65,000",charlie@example,
1047,Diana,Finance,12/05/2021,85000,alice@example.com,
1033,Alice,Operations,2022/01/15,55000,eve@@example.com,
1060,Eve,Operations,2022/01/15,75000USD,eve@@example.com,(123)456-7890
1047,Alice,HR,12/05/2021,55000,eve@@example.com,123.456.7890
1070,Eve,IT,,55000,alice@example.com,(123)456-7890
1051,Frank,Operations,2020-11-30,,,(123)456-7890
1046,,Finance,2021-05-12,72000,alice@example.com,(123)456-7890
1093,Eve,,,60000,charlie@example,(123)456-7890
1049,Alice,HR,12/05/2021,60000,,123-456-7890
1040,Frank,it,2020-11-30,60000,bob_at_example.com,123-456-7890
1093,,IT,,55000,charlie@example,9876543210
1055,Eve,IT,,72000,alice@example.com,
1075,Alice,Operations,,72000,eve@@example.com,123-456-7890
1038,Bob,,2021-05-12,55000,,
1076,Frank,Finance,2021-05-12,72000,,(123)456-7890
1085,Eve,it,2022/01/15,85000,charlie@example,123.456.7890
1020,Frank,it,,72000,diana@example.com,(123)456-7890
1012,Bob,HR,,75000USD,diana@example.com,(123)456-7890
1011,Frank,IT,12/05/2021,"65,000",charlie@example,
1091,Diana,IT,2021-05-12,,alice@example.com,
1067,Alice,Finance,2022/01/15,72000,,123-456-7890
1074,Diana,HR,2020-11-30,,eve@@example.com,9876543210
1042,Alice,,,75000USD,eve@@example.com,123-456-7890
1007,,Operations,12/05/2021,72000,charlie@example,(123)456-7890
1035,Alice,HR,2022/01/15,60000,diana@example.com,(123)456-7890
1071,Charlie,finance,2022/01/15,75000USD,diana@example.com,123.456.7890
1068,Frank,Operations,12/05/2021,85000,eve@@example.com,9876543210
1051,Alice,HR,2020-11-30,75000USD,diana@example.com,123.456.7890
1058,Eve,Finance,12/05/2021,,charlie@example,
1071,Diana,HR,,55000,eve@@example.com,
1003,Alice,HR,2022/01/15,55000,bob_at_example.com,9876543210
1100,Bob,it,2020-11-30,85000,alice@example.com,123.456.7890
1007,Alice,,2020-11-30,85000,charlie@example,
1011,Eve,HR,2020-11-30,"65,000",charlie@example,123-456-7890
1012,Frank,,2022/01/15,72000,eve@@example.com,(123)456-7890
1086,Frank,HR,12/05/2021,60000,,
1073,Frank,it,,85000,,123-456-7890
1079,Bob,finance,2021-05-12,,bob_at_example.com,123-456-7890
1009,Charlie,IT,2021-05-12,72000,charlie@example,9876543210
1014,Bob,Operations,,"65,000",eve@@example.com,9876543210
1047,Diana,it,2020-11-30,72000,alice@example.com,123-456-7890
1079,Bob,finance,,60000,alice@example.com,123.456.7890
1073,Bob,it,2020-11-30,85000,alice@example.com,9876543210
1053,Eve,IT,,72000,eve@@example.com,(123)456-7890
1074,Charlie,Operations,2020-11-30,85000,,
1086,Alice,Finance,,55000,eve@@example.com,(123)456-7890
1036,Frank,Finance,,55000,alice@example.com,123-456-7890
1025,Charlie,HR,2022/01/15,60000,eve@@example.com,123-456-7890
1039,Diana,,2020-11-30,55000,alice@example.com,
1091,Bob,IT,12/05/2021,55000,charlie@example,
1010,Eve,IT,,75000USD,eve@@example.com,123-456-7890
1075,Frank,it,12/05/2021,60000,charlie@example,123.456.7890
1076,,Operations,2020-11-30,75000USD,eve@@example.com,(123)456-7890
1080,Bob,Finance,2020-11-30,55000,diana@example.com,
1056,,it,2022/01/15,60000,eve@@example.com,123.456.7890
1046,Bob,finance,2020-11-30,60000,diana@example.com,(123)456-7890
1017,Frank,,,"65,000",diana@example.com,(123)456-7890
1096,,it,12/05/2021,,diana@example.com,9876543210
1048,Charlie,Finance,2020-11-30,85000,bob_at_example.com,
1092,,finance,,75000USD,diana@example.com,9876543210
1024,Bob,,12/05/2021,"65,000",eve@@example.com,(123)456-7890
1075,Charlie,HR,2021-05-12,85000,diana@example.com,(123)456-7890
1088,Charlie,Finance,2022/01/15,72000,alice@example.com,
1000,,IT,2020-11-30,72000,charlie@example,123-456-7890
1010,,IT,,85000,alice@example.com,123.456.7890
1036,Eve,HR,2020-11-30,72000,eve@@example.com,9876543210
1019,Alice,Finance,2020-11-30,75000USD,,123-456-7890
1073,Frank,,2020-11-30,,,(123)456-7890
1025,,IT,,,diana@example.com,(123)456-7890
1082,Frank,IT,2021-05-12,"65,000",diana@example.com,123.456.7890
1057,Charlie,finance,2022/01/15,60000,bob_at_example.com,
1100,Bob,IT,12/05/2021,60000,diana@example.com,
1033,Bob,finance,2022/01/15,72000,diana@example.com,
1002,Alice,it,2022/01/15,85000,alice@example.com,9876543210
1023,Alice,Finance,2022/01/15,85000,charlie@example,
1025,Alice,finance,2021-05-12,60000,charlie@example,123-456-7890
1017,Frank,it,2022/01/15,85000,eve@@example.com,123.456.7890
1013,Eve,HR,2022/01/15,,eve@@example.com,(123)456-7890
1071,Charlie,HR,,75000USD,diana@example.com,9876543210
1051,Charlie,Operations,12/05/2021,,charlie@example,123.456.7890
1000,Frank,,2022/01/15,75000USD,diana@example.com,9876543210
1092,Frank,finance,2020-11-30,,,123.456.7890
1006,Bob,Operations,2020-11-30,85000,diana@example.com,123-456-7890
1078,Frank,IT,12/05/2021,60000,charlie@example,
1056,Frank,finance,2020-11-30,55000,bob_at_example.com,
1013,Charlie,finance,12/05/2021,"65,000",charlie@example,9876543210
1092,Diana,Operations,2022/01/15,75000USD,,9876543210
1034,Bob,finance,,"65,000",eve@@example.com,9876543210
1031,Bob,Operations,,85000,alice@example.com,9876543210
1028,Bob,Finance,12/05/2021,55000,alice@example.com,123.456.7890
1019,,it,2021-05-12,72000,eve@@example.com,123.456.7890
1076,Frank,finance,2020-11-30,55000,,
1002,Bob,finance,2021-05-12,72000,eve@@example.com,
1012,Diana,finance,2021-05-12,55000,alice@example.com,
1006,Charlie,Finance,2020-11-30,72000,,123-456-7890
1093,Charlie,finance,12/05/2021,72000,charlie@example,123-456-7890
1078,Charlie,Operations,,55000,charlie@example,
1055,Frank,,2020-11-30,85000,bob_at_example.com,(123)456-7890
1017,Diana,HR,,75000USD,diana@example.com,123.456.7890
1045,Alice,,2021-05-12,72000,diana@example.com,9876543210
1076,,Finance,2021-05-12,75000USD,,9876543210
1037,Eve,Finance,,55000,charlie@example,(123)456-7890
1024,,Operations,2022/01/15,55000,,123.456.7890
1055,Frank,Operations,,75000USD,charlie@example,
1021,Frank,IT,2020-11-30,72000,charlie@example,(123)456-7890
1034,Charlie,HR,2022/01/15,,,123-456-7890
1048,Charlie,it,,,diana@example.com,123.456.7890
1076,Bob,finance,2022/01/15,55000,charlie@example,123-456-7890
1098,Frank,finance,2021-05-12,55000,alice@example.com,123.456.7890
1030,Charlie,it,2020-11-30,60000,alice@example.com,123-456-7890
1035,Bob,HR,12/05/2021,75000USD,charlie@example,123.456.7890
1053,Frank,IT,2020-11-30,"65,000",eve@@example.com,9876543210
1007,Bob,it,2021-05-12,60000,,9876543210
1096,Bob,finance,12/05/2021,55000,charlie@example,9876543210
1041,Bob,IT,12/05/2021,85000,,123.456.7890
1037,Eve,IT,2020-11-30,60000,charlie@example,123-456-7890
1010,Alice,Operations,2020-11-30,72000,eve@@example.com,9876543210
1052,Diana,finance,2020-11-30,,bob_at_example.com,(123)456-7890
1034,Eve,it,12/05/2021,85000,eve@@example.com,9876543210
1067,Charlie,Operations,2020-11-30,55000,charlie@example,123-456-7890
1080,Alice,IT,2022/01/15,85000,charlie@example,9876543210
1058,Alice,it,2022/01/15,85000,eve@@example.com,
1080,Alice,,,55000,eve@@example.com,123.456.7890
1036,Frank,HR,2020-11-30,60000,,
1079,Diana,Finance,2021-05-12,60000,eve@@example.com,
1050,Diana,finance,2021-05-12,75000USD,diana@example.com,(123)456-7890
1065,,IT,,"65,000",alice@example.com,
1063,Frank,Finance,2021-05-12,55000,bob_at_example.com,9876543210
1085,Alice,Operations,2020-11-30,55000,diana@example.com,9876543210
1010,Diana,HR,12/05/2021,,charlie@example,123-456-7890
1005,,IT,2020-11-30,85000,alice@example.com,123-456-7890
1070,,Operations,2022/01/15,60000,eve@@example.com,
1028,Eve,Operations,12/05/2021,55000,bob_at_example.com,(123)456-7890
1068,Frank,IT,2022/01/15,72000,eve@@example.com,9876543210
1093,Bob,HR,12/05/2021,55000,bob_at_example.com,9876543210
1003,,,2021-05-12,85000,diana@example.com,9876543210
1010,Eve,IT,,85000,,123-456-7890
1070,Alice,HR,2020-11-30,75000USD,alice@example.com,(123)456-7890
1016,Alice,Finance,2022/01/15,75000USD,bob_at_example.com,
1033,Bob,Operations,2022/01/15,60000,alice@example.com,9876543210
1029,,IT,,72000,bob_at_example.com,123.456.7890
1032,,HR,12/05/2021,"65,000",alice@example.com,(123)456-7890
1077,Eve,it,2021-05-12,55000,alice@example.com,123.456.7890
1091,Eve,Operations,2021-05-12,72000,,123.456.7890
1049,Frank,,2020-11-30,,alice@example.com,9876543210
1016,Eve,finance,12/05/2021,"65,000",eve@@example.com,9876543210
1080,Diana,HR,12/05/2021,,diana@example.com,(123)456-7890
1085,Eve,HR,12/05/2021,"65,000",alice@example.com,9876543210
1006,Charlie,IT,,"65,000",diana@example.com,123-456-7890
1039,Bob,HR,12/05/2021,60000,alice@example.com,(123)456-7890
1042,Alice,it,,75000USD,,9876543210
1046,Eve,,2021-05-12,85000,diana@example.com,123-456-7890
1065,Charlie,Finance,12/05/2021,85000,bob_at_example.com,123-456-7890
1005,Charlie,,2022/01/15,72000,eve@@example.com,(123)456-7890
1094,Frank,Finance,,60000,alice@example.com,(123)456-7890
1006,Eve,Operations,2020-11-30,55000,charlie@example,123-456-7890
1078,Eve,,2021-05-12,,diana@example.com,123-456-7890
1000,Diana,Finance,2021-05-12,55000,charlie@example,9876543210
1087,Frank,IT,12/05/2021,72000,charlie@example,9876543210
1085,Bob,Finance,,55000,charlie@example,
1059,Eve,Finance,2022/01/15,75000USD,bob_at_example.com,(123)456-7890
1071,Charlie,IT,2020-11-30,55000,charlie@example,123.456.7890
1036,Alice,HR,2020-11-30,75000USD,,9876543210
1058,Charlie,Operations,,"65,000",charlie@example,(123)456-7890
1025,Diana,,2021-05-12,60000,charlie@example,(123)456-7890
1012,,Finance,,55000,,123-456-7890
1021,Eve,IT,2021-05-12,,bob_at_example.com,123-456-7890
1032,Diana,Operations,12/05/2021,60000,,
1023,Bob,IT,2020-11-30,,alice@example.com,(123)456-7890
1026,Diana,finance,2022/01/15,72000,diana@example.com,123-456-7890
1006,Charlie,it,2021-05-12,,alice@example.com,9876543210
1030,Eve,HR,2022/01/15,60000,charlie@example,
1059,Diana,Finance,2020-11-30,85000,bob_at_example.com,123-456-7890
1082,,,2021-05-12,60000,charlie@example,9876543210
1061,Frank,HR,2020-11-30,72000,bob_at_example.com,
1045,Diana,it,,"65,000",eve@@example.com,
1019,Charlie,,12/05/2021,75000USD,charlie@example,123-456-7890
1046,Alice,it,2020-11-30,"65,000",eve@@example.com,
1039,Diana,Operations,2021-05-12,85000,eve@@example.com,123-456-7890
1075,Bob,finance,12/05/2021,85000,charlie@example,
1067,Bob,IT,12/05/2021,,diana@example.com,9876543210
1000,Frank,IT,2020-11-30,,charlie@example,(123)456-7890
1095,Frank,IT,2020-11-30,,bob_at_example.com,123-456-7890
1090,Diana,finance,2021-05-12,85000,charlie@example,(123)456-7890
1082,Eve,it,12/05/2021,85000,bob_at_example.com,123.456.7890
1019,Diana,finance,2021-05-12,85000,,
1081,Charlie,Finance,2021-05-12,55000,charlie@example,123-456-7890
1023,Charlie,Finance,2022/01/15,55000,bob_at_example.com,
1045,Frank,finance,2020-11-30,60000,,123.456.7890
1089,Bob,Operations,2022/01/15,75000USD,diana@example.com,123.456.7890
1098,Bob,Finance,,,,9876543210
1048,Diana,Operations,,55000,diana@example.com,(123)456-7890
1037,Charlie,HR,2020-11-30,75000USD,alice@example.com,123.456.7890
1000,Eve,finance,12/05/2021,85000,charlie@example,123.456.7890
1072,Bob,it,2022/01/15,72000,charlie@example,(123)456-7890
1081,Frank,finance,12/05/2021,60000,charlie@example,9876543210
1018,Bob,Operations,2022/01/15,60000,diana@example.com,123.456.7890
1004,Charlie,IT,12/05/2021,,eve@@example.com,
1092,Frank,Operations,12/05/2021,,,123.456.7890
1042,,HR,2020-11-30,75000USD,eve@@example.com,
1082,Frank,,,75000USD,eve@@example.com,(123)456-7890
1060,Alice,it,2021-05-12,"65,000",,
1009,Alice,,2021-05-12,72000,eve@@example.com,123-456-7890
1094,Bob,HR,12/05/2021,,charlie@example,9876543210
1013,Frank,finance,12/05/2021,75000USD,alice@example.com,(123)456-7890
1082,Diana,finance,,72000,eve@@example.com,(123)456-7890
1070,Frank,HR,2022/01/15,,diana@example.com,123.456.7890
1043,Alice,IT,12/05/2021,"65,000",diana@example.com,
1073,Eve,IT,2021-05-12,"65,000",eve@@example.com,
1089,Charlie,IT,12/05/2021,,alice@example.com,(123)456-7890
1069,Charlie,Operations,2020-11-30,,diana@example.com,9876543210
1043,Bob,HR,12/05/2021,60000,diana@example.com,123-456-7890
1052,Charlie,HR,2020-11-30,75000USD,diana@example.com,(123)456-7890
1056,Diana,finance,2020-11-30,72000,eve@@example.com,(123)456-7890
1099,Eve,Operations,2022/01/15,55000,alice@example.com,123-456-7890
1016,Charlie,Finance,2020-11-30,75000USD,charlie@example,123.456.7890
1019,Diana,it,2022/01/15,,eve@@example.com,123.456.7890
1048,,Operations,2020-11-30,75000USD,,123-456-7890
1053,Bob,HR,,72000,eve@@example.com,(123)456-7890
1077,,it,2021-05-12,72000,charlie@example,(123)456-7890
1050,Bob,Finance,,"65,000",eve@@example.com,
1014,Frank,HR,,"65,000",charlie@example,9876543210
1017,Bob,finance,2020-11-30,72000,alice@example.com,123-456-7890
1003,,it,2022/01/15,72000,charlie@example,
1076,Eve,it,12/05/2021,,bob_at_example.com,123.456.7890
1084,Bob,IT,2022/01/15,55000,charlie@example,123-456-7890
1088,Alice,it,2020-11-30,,diana@example.com,123-456-7890
1031,Eve,,2022/01/15,85000,bob_at_example.com,123-456-7890
1007,Charlie,it,2021-05-12,60000,bob_at_example.com,
1024,Frank,,2022/01/15,75000USD,diana@example.com,123.456.7890
1046,Frank,,2020-11-30,85000,eve@@example.com,123-456-7890
1067,Diana,it,2021-05-12,60000,eve@@example.com,(123)456-7890
1028,Bob,HR,2022/01/15,"65,000",,123-456-7890
1036,Charlie,,12/05/2021,72000,,123.456.7890
1099,Charlie,,2021-05-12,,,123-456-7890
1065,Bob,Operations,12/05/2021,"65,000",charlie@example,9876543210
1017,,,2020-11-30,,alice@example.com,123.456.7890
1053,Frank,Finance,2021-05-12,"65,000",alice@example.com,(123)456-7890
1085,Eve,Operations,2020-11-30,85000,,
1058,Frank,Operations,2021-05-12,60000,,9876543210
1081,Charlie,HR,12/05/2021,,bob_at_example.com,
1050,Eve,Operations,12/05/2021,85000,bob_at_example.com,9876543210
1001,Charlie,Operations,2022/01/15,"65,000",eve@@example.com,9876543210
1041,Frank,finance,2020-11-30,60000,diana@example.com,(123)456-7890
1061,Frank,it,2021-05-12,60000,charlie@example,
1087,Bob,HR,12/05/2021,85000,charlie@example,
1034,Charlie,Finance,2020-11-30,85000,charlie@example,(123)456-7890
1046,Frank,IT,2022/01/15,,alice@example.com,(123)456-7890
1068,Frank,HR,2022/01/15,75000USD,charlie@example,(123)456-7890
1008,Charlie,,2022/01/15,,diana@example.com,123.456.7890
1015,Diana,Finance,12/05/2021,75000USD,eve@@example.com,(123)456-7890
1004,Frank,IT,,85000,eve@@example.com,
1071,Eve,Operations,12/05/2021,75000USD,diana@example.com,9876543210
1035,Alice,finance,2020-11-30,,diana@example.com,(123)456-7890
1082,Charlie,it,12/05/2021,75000USD,alice@example.com,123.456.7890
1017,Bob,HR,12/05/2021,60000,eve@@example.com,9876543210
1060,Bob,,2022/01/15,72000,,9876543210
1001,Alice,HR,12/05/2021,55000,bob_at_example.com,(123)456-7890
1057,,it,,72000,charlie@example,123.456.7890
1041,Bob,,2021-05-12,75000USD,,
1060,Eve,,2022/01/15,72000,alice@example.com,
1002,Alice,,,"65,000",charlie@example,(123)456-7890
1099,Charlie,Operations,2022/01/15,60000,,123.456.7890
1013,Bob,finance,2021-05-12,,bob_at_example.com,9876543210
1069,Bob,Operations,2020-11-30,55000,bob_at_example.com,123.456.7890
1045,Frank,it,12/05/2021,72000,charlie@example,(123)456-7890
1076,Frank,,2021-05-12,55000,diana@example.com,
1008,Frank,HR,2020-11-30,60000,eve@@example.com,123-456-7890
1095,Bob,IT,2020-11-30,55000,,123.456.7890
1091,,,2020-11-30,60000,alice@example.com,123.456.7890
1019,Eve,IT,2022/01/15,60000,alice@example.com,123.456.7890
1030,Bob,,12/05/2021,"65,000",bob_at_example.com,9876543210
1020,Alice,Operations,,55000,alice@example.com,123.456.7890
1071,Diana,it,2021-05-12,55000,alice@example.com,123-456-7890
1047,Alice,it,,"65,000",,
1050,Charlie,Operations,,75000USD,bob_at_example.com,9876543210
1052,Bob,Finance,12/05/2021,55000,bob_at_example.com,(123)456-7890
1089,Bob,HR,2022/01/15,72000,diana@example.com,123.456.7890
1059,Eve,HR,,75000USD,,
1026,Alice,Finance,2021-05-12,60000,alice@example.com,(123)456-7890
1076,Frank,HR,12/05/2021,75000USD,,123-456-7890
1041,Alice,Finance,,"65,000",eve@@example.com,
1061,Diana,HR,2020-11-30,85000,eve@@example.com,123.456.7890
1070,,IT,,,diana@example.com,123.456.7890
1065,Charlie,it,,85000,eve@@example.com,123.456.7890
1055,Eve,it,12/05/2021,60000,bob_at_example.com,123-456-7890
1024,Frank,Finance,2021-05-12,"65,000",charlie@example,123-456-7890
1040,Diana,Operations,12/05/2021,,,123-456-7890
1032,Charlie,IT,2021-05-12,55000,charlie@example,
1076,Diana,HR,12/05/2021,60000,alice@example.com,(123)456-7890
1055,Bob,,2022/01/15,85000,eve@@example.com,123-456-7890
1075,Bob,IT,2020-11-30,75000USD,alice@example.com,123.456.7890
1060,Bob,HR,2022/01/15,75000USD,bob_at_example.com,123-456-7890
1034,Eve,finance,,75000USD,charlie@example,(123)456-7890
1040,Eve,finance,12/05/2021,85000,charlie@example,9876543210
1027,Bob,Operations,,"65,000",charlie@example,(123)456-7890
1031,Eve,Finance,2021-05-12,60000,eve@@example.com,9876543210
1024,Eve,it,2020-11-30,60000,eve@@example.com,9876543210
1044,Diana,HR,2021-05-12,72000,,(123)456-7890
1016,Eve,finance,12/05/2021,72000,,
1090,Alice,HR,2020-11-30,85000,bob_at_example.com,123.456.7890
1076,Alice,finance,,,charlie@example,123-456-7890
1091,Bob,,2020-11-30,,alice@example.com,123.456.7890
1050,Eve,IT,2021-05-12,"65,000",alice@example.com,
1035,Frank,Operations,,55000,alice@example.com,9876543210
1071,,,2021-05-12,75000USD,diana@example.com,9876543210
1022,Bob,Operations,,55000,,123.456.7890
1005,Alice,Finance,2020-11-30,72000,diana@example.com,123.456.7890
1033,Charlie,Operations,,72000,alice@example.com,123-456-7890
1041,Charlie,finance,2020-11-30,85000,bob_at_example.com,123-456-7890
1077,Bob,Operations,2020-11-30,85000,eve@@example.com,(123)456-7890
1029,Diana,,2021-05-12,,bob_at_example.com,123.456.7890
1043,Charlie,it,,75000USD,eve@@example.com,(123)456-7890
1034,Eve,Finance,2020-11-30,55000,,123-456-7890
1069,Charlie,,2022/01/15,55000,charlie@example,9876543210
1020,,Finance,12/05/2021,60000,,123.456.7890
1008,,it,2022/01/15,72000,bob_at_example.com,9876543210
1050,Frank,finance,2021-05-12,75000USD,charlie@example,123.456.7890
1064,Frank,,12/05/2021,75000USD,bob_at_example.com,9876543210
1026,Diana,HR,2021-05-12,75000USD,diana@example.com,9876543210
1040,Charlie,HR,,75000USD,bob_at_example.com,123.456.7890
1083,Eve,it,2022/01/15,"65,000",diana@example.com,9876543210
1045,Alice,it,2022/01/15,72000,,(123)456-7890
1020,Eve,Finance,12/05/2021,"65,000",,(123)456-7890
1042,Alice,Operations,2021-05-12,"65,000",diana@example.com,
1018,,finance,2022/01/15,55000,,123.456.7890
1053,Alice,IT,2020-11-30,85000,eve@@example.com,
1024,Alice,IT,2022/01/15,,charlie@example,
1038,Diana,finance,,75000USD,charlie@example,(123)456-7890
1051,Diana,Finance,2022/01/15,"65,000",charlie@example,123-456-7890
1072,Bob,,2021-05-12,72000,diana@example.com,123.456.7890
1002,Bob,finance,2020-11-30,72000,,(123)456-7890
1094,Bob,,2022/01/15,,charlie@example,123.456.7890
1064,Bob,it,,,bob_at_example.com,(123)456-7890
1055,Frank,it,2022/01/15,75000USD,bob_at_example.com,123.456.7890
1029,Frank,HR,,85000,charlie@example,123.456.7890
1028,Alice,,,,eve@@example.com,(123)456-7890
1000,Eve,IT,2020-11-30,75000USD,diana@example.com,123-456-7890
1089,Diana,it,2022/01/15,72000,diana@example.com,123-456-7890
1061,Charlie,,12/05/2021,75000USD,alice@example.com,123.456.7890
1024,Charlie,finance,,60000,eve@@example.com,9876543210
1070,Diana,finance,2021-05-12,72000,bob_at_example.com,9876543210
